IDEmbarcacao;Nome da Embarcação;Ano da Construção da Embarcação;Codigo do Tipo de Material do Casco;Tipo de Material do Casco;Codigo do Tipo da Embarcação;Tipo de Embarcação;Codigo do País Atual;Codigo do País de Origem;Boca;Calado;Comprimento;TPB
7961;TREVO VERDE;1990;1;Aço;28;GRANELEIRO;BR;BR;15,5;4,1;95,36;3979
7945;PORTO DE SÃO PEDRO;1975;1;Aço;28;GRANELEIRO;BR;BR;14,5;3,27;85,25;2712,1
7967;TREVO NORDESTE;1984;7;Ferro;28;GRANELEIRO;BR;BR;12,5;4,44;101,38;3386
8843;MIMOSA K;1983;1;Aço;28;GRANELEIRO;BR;BR;25;;209,75;46930
495;FROTAMERICA;1978;1;Aço;28;GRANELEIRO;BR;BR;27,6;12,11;179,63;34700
13812;EDL XVIII;2007;1;Aço;28;GRANELEIRO;BR;BR;12;2,1;51;909
13835;JRS II;2006;1;Aço;28;GRANELEIRO;BR;BR;18;3,9;72;3794,5
7947;PORTO DO VIAMÃO;1975;1;Aço;28;GRANELEIRO;BR;BR;14,5;3,27;84,71;2712,1
119;BRAZTRANS I;1980;1;Aço;28;GRANELEIRO;BR;BR;27;10,9;193,83;38186
7946;PORTO DO DORNELLES;1975;1;Aço;28;GRANELEIRO;BR;BR;14,5;3,2;84,71;2712,1
7966;TREVO LESTE;1950;1;Aço;28;GRANELEIRO;BR;BR;12,5;4,6;108,14;3818,07
7964;TREVO ROXO;1982;1;Aço;28;GRANELEIRO;BR;BR;15,5;3,48;91,5;3518
7970;TREVO BRANCO;1986;1;Aço;28;GRANELEIRO;BR;BR;15,5;4,04;84,48;3930
7968;TREVO NORTE;1950;1;Aço;28;GRANELEIRO;BR;BR;12,5;4,69;108,14;3500,7
15343;LEONA XII  (EX - LUCINETE II)  (EX - VITÓRIA DE DEUS IV);2004;1;Aço;28;GRANELEIRO;BR;BR;12;1,8;54;878,5
7969;TREVO AZUL;1982;1;Aço;28;GRANELEIRO;BR;BR;15,5;3,48;89;3518
7974;HOMERO FRANZEN;1979;1;Aço;28;GRANELEIRO;BR;BR;11,47;2,9;74,97;1722
13280;HERMASA 55;2004;1;Aço;28;GRANELEIRO;BR;BR;10,67;3,56;60,98;2000
13282;HERMASA 57;2004;1;Aço;28;GRANELEIRO;BR;BR;10,67;3,56;60,98;2000
7963;TREVO OESTE;1950;1;Aço;28;GRANELEIRO;BR;BR;12,5;4,62;108,14;3728
13278;HERMASA 53;2004;1;Aço;28;GRANELEIRO;BR;BR;10,67;3,56;60,98;2000
13279;HERMASA 54;2004;1;Aço;28;GRANELEIRO;BR;BR;10,67;3,56;60,98;2000
7973;IRACEMA;1974;1;Aço;28;GRANELEIRO;BR;BR;12,5;4,12;86,02;3011
14648;SERRA DOURADA VII;2007;1;Aço;28;GRANELEIRO;BR;BR;13,7;3,1;56;1313,1
13525;SC-IV;2004;1;Aço;28;GRANELEIRO;BR;BR;15;3,3;65;2422
36655;SANTA BÁRBARA;2007;1;Aço;28;GRANELEIRO;BR;BR;13,7;3,2;56;1707,7
20433;RYA RAD;1999;;;28;GRANELEIRO;PA;PA;;;;62990
28955;PIPES 146;2007;1;Aço;28;GRANELEIRO;BR;BR;11;1,9;46;700,2
11600;RIO CAI;1972;1;Aço;28;GRANELEIRO;BR;BR;11,12;2,55;76,5;1056,84
13292;HERMASA A;2005;1;Aço;28;GRANELEIRO;BR;BR;10,67;3,56;60,98;1738,5
42501;JURUTI;2011;1;Aço;28;GRANELEIRO;BR;BR;32,26;14,2;225;75011,8
46176;HB TAMBAQUI;2012;1;Aço;28;GRANELEIRO;BR;BR;40;11,58;245;82834
36656;SANTA BÁRBARA X;2004;1;Aço;28;GRANELEIRO;BR;BR;8,75;1,5;39,3;372,4
13526;SC-V;2006;1;Aço;28;GRANELEIRO;BR;BR;15;3,3;65;2422
36775;EDL XXII;2008;1;Aço;28;GRANELEIRO;BR;BR;15;3,2;65;2210
11599;RIO DOS SINOS;1974;1;Aço;28;GRANELEIRO;BR;BR;11,12;3,1;76,5;1250
8400;PETRONAVE;1974;1;Aço;28;GRANELEIRO;BR;BR;12,5;4,61;85,23;2626,64
38620;FREDERICO MADORIN;2010;1;Aço;28;GRANELEIRO;BR;BR;15,5;4,5;102,9;4700
13287;HERMASA 61;2005;1;Aço;28;GRANELEIRO;BR;BR;10,67;3,56;60,98;1850
13290;HERMASA 67;2005;1;Aço;28;GRANELEIRO;BR;BR;10,67;3,56;60,98;2000
51010;JOÃO MALLMANN;2014;1;Aço;28;GRANELEIRO;BR;BR;15,5;4,5;102,9;4814
37240;PROGRESSO;1986;1;Aço;28;GRANELEIRO;BR;BR;5;;19,58;42
46007;SS VITÓRIA;2012;1;Aço;28;GRANELEIRO;BR;BR;8;;24,38;198,06
603;NORSUL CRATEUS;1999;1;Aço;28;GRANELEIRO;BR;BR;30;10,62;199,9;42630,7
54148;HN02;2006;1;Aço;28;GRANELEIRO;BR;BR;10;2,31;44,9;771,55
17361;IPIROL;1986;1;Aço;28;GRANELEIRO;BR;BR;7,62;3;55,72;935
30066;VDA IX;2008;1;Aço;28;GRANELEIRO;BR;BR;16,56;3,6;65;2741
52008;NOSSA SENHORA DAS VITÓRIAS;2013;1;Aço;28;GRANELEIRO;BR;BR;14,8;3;73;2164,19
34083;EDL XXI;2008;1;Aço;28;GRANELEIRO;BR;BR;15;3,2;65;2210,62
13284;HERMASA 59;2004;1;Aço;28;GRANELEIRO;BR;BR;10,67;3,56;60,98;2000
13283;HERMASA 58;2004;1;Aço;28;GRANELEIRO;BR;BR;10,67;3,56;60,98;2000
44584;FORTE DE SÃO FELIPE;2012;1;Aço;28;GRANELEIRO;BR;BR;32,24;14,57;229;83000
13285;HERMASA 60;2004;1;Aço;28;GRANELEIRO;BR;BR;10,67;3,56;60,98;2000
13291;HERMASA 68;2005;1;Aço;28;GRANELEIRO;BR;BR;10,67;3,56;60,98;2000
3351;HERÁCLITO DANTAS;1980;1;Aço;28;GRANELEIRO;BR;BR;21,23;;146;14960
42203;ATINS;2010;1;Aço;28;GRANELEIRO;BR;BR;12;3,23;40;826,25
6;SÃO SEBASTIÃO;1982;1;Aço;28;GRANELEIRO;BR;BR;21,2;8,89;146;15786
49;NORSUL SOBRAL;1982;1;Aço;28;GRANELEIRO;BR;BR;26,6;;166,35;26363
33703;FENIX III;2002;1;Aço;28;GRANELEIRO;BR;BR;5,5;1,18;31,07;216,1
11;TREVO VERMELHO;1989;1;Aço;28;GRANELEIRO;BR;BR;15,5;4,1;91;3994
33677;FLEXAL;2008;1;Aço;28;GRANELEIRO;BR;BR;15;3,3;65;2178,2
13993;VDA VII;2007;1;Aço;28;GRANELEIRO;BR;BR;12;2,1;51;909
8238;PUREZA III;2000;1;Aço;28;GRANELEIRO;BR;BR;6;2,4;21;188,8
54766;HB TUCUNARÉ;2015;1;Aço;28;GRANELEIRO;BR;BR;40;11,58;245;82834
3356;CASTILLO DE OLIVENZA;1983;1;Aço;28;GRANELEIRO;BR;BR;28;16,2;209,2;46259
12400;UNIÃO VIII;2007;1;Aço;28;GRANELEIRO;BR;BR;12;2,1;50;371,2
10079;SONIA NEGRÃO;1996;1;Aço;28;GRANELEIRO;BR;BR;6;2;23;37
50;MARCOS DIAS;1995;1;Aço;28;GRANELEIRO;BR;BR;30;10,87;199;44621
55655;JUAN RASSMUSS;2016;1;Aço;28;GRANELEIRO;BR;BR;15,5;4,5;102,9;4814
43;NORSUL RECIFE;1984;1;Aço;28;GRANELEIRO;BR;BR;2000,8;12,66;183,54;45384
1258;SÃO LUIZ;1994;1;Aço;28;GRANELEIRO;BR;BR;30;10,63;200;42163
54147;HN01;2006;1;Aço;28;GRANELEIRO;BR;BR;10;2,31;44,9;771,55
59530;SÃO PAULO 3000;2018;1;Aço;28;GRANELEIRO;BR;BR;15;3,67;69;2765,75
7188;CASTILLO DE SOUTOMAIOR;1998;1;Aço;28;GRANELEIRO;LR;LR;32,2;11,15;241,88;75498
28037;SC-XXIV;2007;1;Aço;28;GRANELEIRO;BR;BR;14;2,9;52;1605,9
41313;TATA;1996;1;Aço;28;GRANELEIRO;BR;BR;6,9;1,7;29,93;2,54
9304;GERMANO BECKER;2004;1;Aço;28;GRANELEIRO;BR;BR;16,2;4,5;110,04;5400
1857;FROTARGENTINA;1979;1;Aço;28;GRANELEIRO;BR;BR;27,6;10,91;179,83;37939
47846;FORTE DE SÃO JOSÉ;2013;1;Aço;28;GRANELEIRO;BR;BR;32,24;14,43;225;78384
2511;NORSUL CAMOCIM;1996;1;Aço;28;GRANELEIRO;LR;LR;30;10,61;199,9;42488
5227;CASTILLO DE ZAFRA (REB);1986;;;33;PETROLEIRO;BR;PT;;;126,4;11290
534;RODEIO;1986;1;Aço;33;PETROLEIRO;BR;BR;28;10,3;167,47;30652
646;LONDRINA;1989;1;Aço;33;PETROLEIRO;BR;BR;29;12,88;185;33000
1054;ITAPERUNA;1993;1;Aço;33;PETROLEIRO;BR;BR;32;11,9;182,2;44555
1142;GUANACO;2003;;;33;PETROLEIRO;CL;CL;;9,2;161;21081
527;PIQUETE;1987;1;Aço;33;PETROLEIRO;BR;BR;32,26;13,5;214,24;66876
59040;GRUPO LEAL;2017;1;Aço;33;PETROLEIRO;BR;BR;5;1,04;12;33,95
59410;OLAVO BILAC;2018;2;Aço-casco duplo;33;PETROLEIRO;BR;BR;;13,6;249;114700
605;CARANGOLA;1989;1;Aço;33;PETROLEIRO;US;US;26;8,4;155,63;18761,5
43836;SERGIO BUARQUE DE HOLANDA;2012;1;Aço;33;PETROLEIRO;BR;BR;32,2;12,8;182,85;48300
158;MARTA;1981;1;Aço;33;PETROLEIRO;BR;BR;23,4;7,93;161;17909
10075;MESTRE CAJUI;1996;1;Aço;33;PETROLEIRO;BR;BR;5,38;1,74;21,77;81,34
49314;DRAGÃO DO MAR;2014;1;Aço;33;PETROLEIRO;BR;BR;48;17;274,29;157058
51376;HENRIQUE DIAS;2014;;;33;PETROLEIRO;BR;BR;48;17;274,2;57058
58636;CASTRO ALVES;2018;1;Aço;33;PETROLEIRO;BR;BR;43,8;15;240,63;114700
33549;RUBENS GENTIL;2008;1;Aço;33;PETROLEIRO;BR;BR;6;1,47;26,7;122,76
269;NEUSA;1983;1;Aço;33;PETROLEIRO;BR;BR;23,4;7,93;161;17909
152;MAISA;1980;1;Aço;33;PETROLEIRO;BR;BR;23;7,93;161;17909
517;PEDREIRAS;1985;1;Aço;33;PETROLEIRO;BR;BR;32,2;12,13;218;55019
46796;ZUMBI DOS PALMARES;2012;1;Aço;33;PETROLEIRO;BR;BR;48;17;274,2;157058
150;CANTAGALO;1984;1;Aço;33;PETROLEIRO;US;US;26;8,4;155,63;18835,5
770;CARIOCA;1986;1;Aço;33;PETROLEIRO;BR;BR;26;7,6;155;18997
7923;LORENA BR;1989;1;Aço;33;PETROLEIRO;BR;BR;29;12,88;185;44783,16
683;ITAJUBÁ;1991;1;Aço;33;PETROLEIRO;BR;BR;32;11,9;182,2;44554,9
1026;ITABUNA;1990;1;Aço;33;PETROLEIRO;US;US;32;11,9;182,2;44554,9
528;DIVA;1980;1;Aço;33;PETROLEIRO;BR;BR;23,4;7,93;161;17909
502;LAGES;1991;1;Aço;33;PETROLEIRO;BR;BR;27,5;10,07;163,18;29934,3
55958;MACHADO DE ASSIS;2016;1;Aço;33;PETROLEIRO;BR;BR;48;17;265,07;156829
154;CARAVELAS;1986;1;Aço;33;PETROLEIRO;KN;KN;26;;155;18922
541;REBOUÇAS;1985;1;Aço;33;PETROLEIRO;BR;BR;28;10,3;174,8;30651
545;LOBAT (EX-LOBATO);1988;1;Aço;33;PETROLEIRO;DJ;BR;29;12,9;185;33000
12444;RIO TAQUARÍ;1971;1;Aço;33;PETROLEIRO;BR;BR;11,12;;76,2;0
52873;ANDRÉ REBOUÇAS;2015;1;Aço;33;PETROLEIRO;BR;BR;48;17;274,2;157058
15234;CASTILLO DE PLASENCIA (REB);1987;;;33;PETROLEIRO;BR;LR;;;128,9;12219
4523;BICAS;1983;1;Aço;33;PETROLEIRO;BR;BR;41,6;13,47;243,23;83300
45632;RÔMULO ALMEIDA;2012;1;Aço;33;PETROLEIRO;BR;BR;32,2;12,8;182,85;48300
43568;JOÃO CÂNDIDO;2011;1;Aço;33;PETROLEIRO;BR;BR;48;17;274,2;157055
56908;MILTON SANTOS;2017;1;Aço;33;PETROLEIRO;BR;BR;48;17;265,07;156628,8
59792;GARRINCHA;2019;1;Aço;33;PETROLEIRO;BR;BR;43,8;15;240,63;114441,5
54537;JOSÉ DO PATROCÍNIO;2014;;;33;PETROLEIRO;BR;BR;48;;274;156512,8
54822;LUIZ REBELO III;2015;1;Aço;33;PETROLEIRO;BR;BR;15;4,25;70,16;3154,68
52389;LUIZ REBELO II;2014;1;Aço;33;PETROLEIRO;BR;BR;15;4,25;71,6;3154,68
3955;NILZA;1979;1;Aço;33;PETROLEIRO;BR;BR;23,4;7,93;153,83;17909
9273;GB 75;1998;1;Aço;33;PETROLEIRO;BR;BR;11;2;44;636,55
10821;SM APOLLO;1970;1;Aço;33;PETROLEIRO;PA;PA;15,3;;63,18;3162
53969;MARCÍLIO DIAS;2015;1;Aço;33;PETROLEIRO;BR;BR;48;17;274,2;157058
42418;CELSO FURTADO;2009;1;Aço;33;PETROLEIRO;BR;BR;32,2;12,8;182,25;48300
38447;ANA BEATRIZ;2009;;;33;PETROLEIRO;BR;BR;9,5;2,04;45;497,07
8548;LN PONTA NEGRA;1973;1;Aço;33;PETROLEIRO;BR;BR;11,7;3,3;78,5;1741
60188;PORTINARI;2019;1;Aço;33;PETROLEIRO;BR;BR;43,8;15;240,63;114434,9
22471;CASTILLO DE HERRERA (REB);2007;;;33;PETROLEIRO;BR;BS;;;139,9;15077
8383;SERRA NEVADA;1999;1;Aço;33;PETROLEIRO;BR;BR;14,5;4,5;74,14;3338,16
14575;CASTILLO DE MACEDA (REB);2007;;;33;PETROLEIRO;BR;BS;;;139,9;15123
8384;SERRA POLAR;1999;1;Aço;33;PETROLEIRO;BR;BR;14,5;4,5;74,14;3338,16
52874;ANITA GARIBALDI;2015;1;Aço;33;PETROLEIRO;BR;BR;40;12;;72900
59384;PONTÃO JR;2014;1;Aço;33;PETROLEIRO;BR;BR;5;0,9;12;21,6
59194;CARLOS DRUMMOND DE ANDRADE;2018;1;Aço;33;PETROLEIRO;BR;BR;43,8;15;240,63;114700
57532;ABDIAS NASCIMENTO;2017;1;Aço;33;PETROLEIRO;BR;BR;48;17;265,07;157055
59562;COMANDANTE SÃO JOÃO;1983;1;Aço;33;PETROLEIRO;BR;BR;3,5;1,3;15;11,3
412;NORMA;1981;1;Aço;33;PETROLEIRO;BR;BR;23,4;7,93;161;17909
389;ITAITUBA;1990;1;Aço;33;PETROLEIRO;BR;BR;31;11,8;186,23;44206,1
59561;SÃO JOÃO;2012;1;Aço;33;PETROLEIRO;BR;BR;5;0,9;;11,9
7952;GUARITA;1987;1;Aço;33;PETROLEIRO;BR;BR;15,5;3,47;91,5;3161
546;LAMBARI;1993;1;Aço;33;PETROLEIRO;BR;BR;27,5;10,05;173;29995
7951;GUARATUBA;1980;1;Aço;33;PETROLEIRO;BR;BR;11,36;3,34;78,75;2000
44132;AP MARINE I;2010;1;Aço;33;PETROLEIRO;BR;BR;8;1,23;30;171,61
400;LIVRAMENTO;1998;1;Aço;33;PETROLEIRO;BR;BR;30;10,33;177;33272
394;LINDOIA BR;1987;1;Aço;33;PETROLEIRO;BR;BR;30;12,8;177;44582
343;CANDIOTA;1990;1;Aço;33;PETROLEIRO;KN;KN;26;8,4;155,63;18799
48728;JOSÉ ALENCAR;2013;1;Aço;33;PETROLEIRO;BR;BR;32,2;12,8;182,85;48300
550;POTENGI;1991;1;Aço;33;PETROLEIRO;BR;BR;32,2;12,13;209,9;55067
342;ITAMONTE;1990;1;Aço;33;PETROLEIRO;ZZ;ZZ;31;11,8;186,23;44138,8
60026;PETRONORTE 1;2019;1;Aço;33;PETROLEIRO;BR;BR;16,5;3,88;65;2901,53
7949;GUARATAN;2006;1;Aço;33;PETROLEIRO;BR;BR;15,5;439;95,36;4250
516;PIRAÍ;1990;1;Aço;33;PETROLEIRO;BR;BR;32,26;13,52;223,8;66876
434;DILYA;1980;1;Aço;33;PETROLEIRO;BR;BR;23,4;7,93;161;17909
559;NARA;1982;1;Aço;33;PETROLEIRO;BR;BR;23,4;;161;17900
558;PIRAJUÍ;1987;1;Aço;33;PETROLEIRO;BR;BR;32,26;13,5;214,24;66876
57138;COMTE ASSIS I;2015;1;Aço;33;PETROLEIRO;BR;BR;5,8;;18;
60027;PETRONORTE 2;2019;1;Aço;33;PETROLEIRO;BR;BR;16,5;3,88;65;2901,51
8835;BROTAS;1983;1;Aço;33;PETROLEIRO;US;US;41,6;13,4;234,23;83300
37187;GUAPURUVU;2009;1;Aço;35;QUÍMICO;BR;BR;15,5;4,5;102,9;4400
38992;FLUMAR BRASIL;2010;1;Aço;35;QUÍMICO;BR;BR;32,2;13,2;183;51000
56667;CASTILLO DE TEBRA (REB);2017;;;35;QUÍMICO;BR;MT;;;;13021
6267;FLUMAR ARATU;1997;;;35;QUÍMICO;BS;BS;;;146;13843
7924;ANGELIM;1985;1;Aço;35;QUÍMICO;BR;BR;18,9;7,9;124,07;10259
6784;FORTE DE SAO LUIZ;2000;1;Aço;35;QUÍMICO;BR;BR;17,8;8;114;7866
45395;TARUCA (REB);2005;;;35;QUÍMICO;BR;CL;;;;19983
501;JATAÍ;1979;1;Aço;35;QUÍMICO;BR;BR;16;6,22;102;4450
43033;FLUMAR MACEIO (REB);2006;;;35;QUÍMICO;BR;PA;;;;16000
225;ARAUCÁRIA;1983;1;Aço;35;QUÍMICO;BR;BR;18,9;7,9;133;10260
1456;BOW OCEANIC (REB);1996;1;Aço;35;QUÍMICO;BR;SG;;97;142;13000
1071;GLOBAL MACEIO;1983;1;Aço;35;QUÍMICO;BR;BR;23;;139,01;15088
730;FLAMENGO;1985;1;Aço;34;PORTA CONTEINER;BR;BR;31;11,25;167,59;26868
9145;LOG-IN RESILIENTE (REB);2006;;;34;PORTA CONTEINER;BR;LR;32,26;8,7;210,92;38600
35674;MERCOSUL SUAPE;2008;1;Aço;34;PORTA CONTEINER;BR;BR;28,8;11,14;210,49;35221
38769;MAESTRA MEDITERRANEO;1996;1;Aço;34;PORTA CONTEINER;BR;BR;25,2;9,7;152,9;16985,1
35234;MERCOSUL SANTOS;2008;1;Aço;34;PORTA CONTEINER;BR;BR;29,8;11,4;210,49;35221
1168;MONTE SARMIENTO (REB);2005;;;34;PORTA CONTEINER;BR;SG;40;13,2;272;71438
281;COPACABANA;1982;1;Aço;34;PORTA CONTEINER;BR;BR;31;11,25;167,59;26848
36406;RR EUROPA;2002;;;34;PORTA CONTEINER;BR;MT;;;;33900
33986;CMA CGM VENTANIA (REB);2007;;;34;PORTA CONTEINER;BR;PT;;;;17201
39487;YARA I;1951;1;Aço;34;PORTA CONTEINER;BR;BR;14,96;2,35;41,45;596,45
7948;GUAIBA;1984;1;Aço;34;PORTA CONTEINER;BR;BR;15,5;3,85;91,5;3560
14308;LOG-IN PANTANAL (REB);2007;1;Aço;34;PORTA CONTEINER;BR;LR;;10;182,5;23986
5980;MAESTRA PACIFICO (REB);1994;1;Aço;34;PORTA CONTEINER;BR;LR;;;168;22343
41141;LOG-IN JACARANDA;2011;1;Aço;34;PORTA CONTEINER;BR;BR;29,8;11,6;218,45;38674,6
14632;LOG-IN AMAZONIA (REB);2007;1;Aço;34;PORTA CONTEINER;LR;LR;;;;23896
278;RECIFE STAR;1999;1;Aço;34;PORTA CONTEINER;BR;BR;22,8;8,06;124,4;11274
230;ALIANÇA LEBLON (REB);2005;1;Aço;34;PORTA CONTEINER;BR;DK;27,4;109;175;23229
36492;MAERSK NAIROBI;2009;;;34;PORTA CONTEINER;SG;SG;;;;35220
299;ANGRA STAR;1993;1;Aço;34;PORTA CONTEINER;BR;BR;22,8;8,06;133,45;10900
488;ALIANÇA SANTOS;2003;1;Aço;34;PORTA CONTEINER;LR;LR;29,88;11,4;208,28;33890
5981;MAESTRA CARIBE (REB);1994;;;34;PORTA CONTEINER;BR;LR;;;168;22340
50559;VICENTE PINZÓN;2014;;;34;PORTA CONTEINER;BR;BR;37,3;;255;57881
57794;MERCOSUL GUARANI (REB);2002;;;34;PORTA CONTEINER;BR;BR;11,4;;207,4;34133
1047;ALIANÇA MANAUS;2004;;;34;PORTA CONTEINER;SG;SG;29,8;11,4;208,27;33925
57580;DIEGO GARCIA;2017;1;Aço;34;PORTA CONTEINER;LR;LR;37,3;;230;52103
47246;PEDRO ÁLVARES CABRAL;2013;1;Aço;34;PORTA CONTEINER;BR;BR;37,3;12,5;228;52019
47804;FERNÃO DE MAGALHÃES;2013;1;Aço;34;PORTA CONTEINER;BR;BR;37,3;12,5;228;52072
42389;LOG-IN JATOBÁ;2009;1;Aço;34;PORTA CONTEINER;BR;BR;29,8;11,6;218,45;38715,3
46052;SEBASTIÃO CABOTO;2012;1;Aço;34;PORTA CONTEINER;BR;BR;37,3;12,5;228;52065
48087;AMÉRICO VESPÚCIO;2013;1;Aço;34;PORTA CONTEINER;BR;BR;37,3;12,5;228;52039
57581;JOÃO DE SOLIS (REB);2017;1;Aço;34;PORTA CONTEINER;BR;LR;37,3;;230;52161
49696;BARTOLOMEU DIAS;2014;1;Aço;34;PORTA CONTEINER;BR;BR;37,5;;255;57818
54962;MERCOSUL ITAJAÍ;2015;1;Aço;34;PORTA CONTEINER;BR;BR;32,2;11,5;195;35586,5
289;ALIANÇA IPANEMA ( EX HEDDA SCHULTE);1992;1;Aço;36;ROLL-ON/ROLL-OFF;BR;BR;32,2;11,9;191,8;33607,6
56743;COMANDANTE J B;2017;1;Aço;36;ROLL-ON/ROLL-OFF;BR;BR;12;1,45;47;395,6
301;ALIANÇA MARACANÃ;1990;1;Aço;36;ROLL-ON/ROLL-OFF;BR;BR;32,2;11,9;192,2;33648
5253;DG COLUMBIA;1991;1;Aço;36;ROLL-ON/ROLL-OFF;BR;BR;;;173,42;
43047;RIO XINGU;1994;1;Aço;36;ROLL-ON/ROLL-OFF;BR;BR;6,5;1,1;23,78;34,3
279;INDEPENDENTE;1992;1;Aço;36;ROLL-ON/ROLL-OFF;BR;BR;26,3;8,2;159,18;17512
59066;SÃO BARTOLOMEU V;2016;1;Aço;36;ROLL-ON/ROLL-OFF;BR;BR;10,2;1,92;48,4;283,55
57206;RAINHA DE PONTA DE PEDRAS;2009;1;Aço;36;ROLL-ON/ROLL-OFF;BR;BR;9,4;1,43;43,5;225,29
265;INTREPIDO;1990;1;Aço;36;ROLL-ON/ROLL-OFF;BR;BR;26,3;8,2;159,18;17512
2629;BORODINE;1971;1;Aço;36;ROLL-ON/ROLL-OFF;BR;BR;17,5;6,73;106,03;5288
44944;ALIANÇA ENERGIA;2012;1;Aço;4;CARGA GERAL;LR;LR;;;;19324
45253;MUCURIPE III;1985;1;Aço;4;CARGA GERAL;BR;BR;6,51;3;22,25;70,7
59796;LOBO DO MAR II;2010;1;Aço;4;CARGA GERAL;BR;BR;7;1;20,02;86,04
47556;SOUZA FILHO GOMES III;2008;3;Madeira;4;CARGA GERAL;BR;BR;2,6;0,67;10;5,47
44639;TS 7;2012;1;Aço;4;CARGA GERAL;BR;BR;22,5;3,8;75;5274,7
59362;PORTO VALE X;1984;1;Aço;4;CARGA GERAL;BR;BR;6,1;0,8;19,95;13,07
40640;ANTONIO DE SOUZA CORREA;2009;1;Aço;4;CARGA GERAL;BR;BR;6;1,1;16,9;61,17
51953;LITHO ONE;2011;1;Aço;4;CARGA GERAL;BR;BR;10;3,33;38,4;525
40661;HEBROM I DE BARCARENA;1999;3;Madeira;4;CARGA GERAL;BR;BR;2,3;0,7;9,98;3,3
8786;JAQUELINE II;2000;3;Madeira;4;CARGA GERAL;BR;BR;7,7;1,4;24,03;102,1
41115;CAMORIM I;1997;1;Aço;4;CARGA GERAL;BR;BR;4,18;1,2;16,2;50,9
38723;PRAIA DO SUESTE;2003;3;Madeira;4;CARGA GERAL;BR;BR;4,85;1,5;15,31;39,37
39502;TS 5;2010;1;Aço;4;CARGA GERAL;BR;BR;16,5;2,86;60,05;2111,26
44119;TS 6;2012;1;Aço;4;CARGA GERAL;BR;BR;16,5;2,86;60;2101,8
8466;TS 3;2002;1;Aço;4;CARGA GERAL;BR;BR;16,38;1,8;47;1416,3
33466;MAESTRA ATLANTICO;1983;1;Aço;4;CARGA GERAL;BR;BR;30,2;10,97;188;28325
39514;IPORANGA II;1968;1;Aço;4;CARGA GERAL;BR;BR;7,5;3,3;31,12;172,36
47620;BURRA LEITEIRA III;1989;1;Aço;4;CARGA GERAL;BR;BR;6,16;2,2;20,4;75
22465;ARLOTT;1994;;;4;CARGA GERAL;PA;PA;;;;9458
49578;SOUZA FILHO GOMES V;2013;;;4;CARGA GERAL;BR;BR;2,4;0,25;9;6,08
38815;SAGA 01;2009;1;Aço;4;CARGA GERAL;BR;BR;27;4,5;85;7289
47746;THAÍS IV;1996;1;Aço;4;CARGA GERAL;BR;BR;6,6;3,4;32,93;160,59
37287;SERENA IV;1996;3;Madeira;4;CARGA GERAL;BR;BR;2,8;0,5;10,53;4,4
8163;DRAGA BOA VIAGEM;1971;1;Aço;4;CARGA GERAL;BR;BR;11,58;4;57,21;1399
48110;JABULANI II;2011;5;Alumínio;4;CARGA GERAL;BR;BR;3,5;0,72;18,18;25,19
8815;AMAZÔNIA;1950;1;Aço;4;CARGA GERAL;BR;BR;10,84;4,3;70,58;1941,6
41250;SERVPORTO II;2010;3;Madeira;4;CARGA GERAL;BR;BR;2,65;0,45;9,6;5,03
37882;POLARIS III;2009;3;Madeira;4;CARGA GERAL;BR;BR;2,6;0,45;9;4,63
41372;SILMAR VI;2003;1;Aço;4;CARGA GERAL;BR;BR;3;0,7;14,3;7,7
41929;RIO TAQUARI;1971;;;4;CARGA GERAL;BR;BR;;;;0
46745;SOUZA FILHO GOMES II;2006;3;Madeira;4;CARGA GERAL;BR;BR;2,5;0,67;11;5,65
40374;EQUIP 190;2010;1;Aço;4;CARGA GERAL;BR;BR;16,38;2;30;855,61
47879;LOPES I;1995;1;Aço;4;CARGA GERAL;BR;BR;5;2,55;20;97,99
57575;ZULMAR VITAL;2014;5;Alumínio;4;CARGA GERAL;BR;BR;2,39;0,66;9,6;8,76
59282;SIRIUS I;2004;3;Madeira;4;CARGA GERAL;BR;BR;2,08;0,27;6,65;1,43
12087;BABITONGA BAY;1999;;;4;CARGA GERAL;LR;LR;;;;20741
50265;LAGO DE COARI;2010;1;Aço;4;CARGA GERAL;BR;BR;6,6;0,85;22,89;27,51
57945;SAFETY RESGATE;2016;3;Madeira;4;CARGA GERAL;BR;BR;3,06;0,8;14,08;10,71
41116;CAMORIM V;2005;1;Aço;4;CARGA GERAL;BR;BR;9;1,51;40;447,27
55953;EXPRESS POLARES XI;2015;3;Madeira;4;CARGA GERAL;BR;BR;6,4;1,76;22;44,65
57995;POLARIS V;2016;3;Madeira;4;CARGA GERAL;BR;BR;2,8;0,48;10,2;6,12
50322;TS 9;2014;1;Aço;4;CARGA GERAL;BR;BR;24;4,2;75;6160,9
463;JARI STAR;1992;1;Aço;4;CARGA GERAL;BR;BR;22,8;8,06;124,7;10900
283;LOG-IN SANTOS;1990;1;Aço;4;CARGA GERAL;BR;BR;27,8;9,85;168,3;19626,8
32234;NAV III;1999;3;Madeira;4;CARGA GERAL;BR;BR;3,1;0,4;9,52;3,6
7328;COMANDANTE CHICO SABINO;1996;;;4;CARGA GERAL;BR;BR;7,2;1,8;26,21;133,3
3494;CASTILLO DE MONTALBAN;1982;1;Aço;4;CARGA GERAL;BR;BR;32,2;13,57;234,2;71240
